年份,试卷文件,题型板块,题号,题目文本,匹配题型ID,匹配题型名称,所属专题,所属章节,难度等级,匹配分数,备选题型
2025,2025年重庆市第八中学校九年级中考三模数学试题.docx,三、解答题,23,今年校庆期间，小南和小开相约从宿舍大门出发去参观学校的津之南美术馆．如图，小南选择路线1：，小开选择路线．经勘测，A，D，E三点共线，且点，点在点的北偏东方向上，点在点的正西方向，且在点的北偏西方向；点在点的正北方向，且在点的正东方向，所有点A，B，C，M，D，E都在同一平面内．测量得知，点恰好为中点，米，米． (1)求A，E两地之间的距离（结果保留根号）； (2)已知小南的速度为每分钟50米，小开的速度为每分钟60米，小南和小开同时从宿舍大门A出发沿着各自选择的路线匀速前往津之南美术馆M，请通过计算时间说明他们俩谁先到达M（时间精确到0.1）？（参考数据：）,194,线段中点计算问题,几何,第一章 几何初步,lv2,17,中点坐标公式(17) | 已知多中点，构造中位线(17) | 数据的收集与整理过程(11)
2025,2025年重庆市第八中学校九年级中考三模数学试题.docx,三、解答题,24,如图，在平面直角坐标系中，抛物线经过点，与轴交于点，与轴交于，两点（在的左侧），连接，，． (1)求抛物线的表达式； (2)点是直线上方抛物线上的一动点，过点作轴，交于点，作，垂足为点，点是轴上一动点，连接，．当周长取得最大值时，求的最大值以及点的坐标； (3)在（2）问的条件下，将该抛物线沿射线方向平移，使得新抛物线经过点，点为新抛物线上的一个动点，当时，直接写出所有符合条件的点的横坐标，并写出其中一个情况的求解过程．,347,求二次函数的解析式,函数,第三章 二次函数,lv2,119,点的平移规律(45) | 二次函数图象和性质判断(35) | 直线和圆的位置关系(33)
2025,2025年重庆市第八中学校九年级中考三模数学试题.docx,三、解答题,25,如图，在等边中，点为边上一点，点为边上一点，． (1)如图1，若，，求的长． (2)如图2，延长至点，，用等式表示、和之间的数量关系，并证明； (3)点从点运动到点的过程中，点为射线上一点，，连接，若为线段上一点，点关于直线的对称点为点，直线与直线交与点，当取得最小值时，，直接写出此时的值．,280,直线和圆的位置关系,几何,第九章 圆,lv2,33,正数、负数和0(23) | 数轴的概念(23) | 点的对称规律(15)
2025,2025年重庆市育才中学校九年级中考二模数学试题.docx,一、单选题,1,下列各数是无理数的是（   ） A．	B．	C．π	D．0.3,2,对有理数进行分类,代数,第一章 有理数,lv1,47,判断无理数(25) | 无理数的估算(15) | 有理数和无理数的关系(15)
2025,2025年重庆市育才中学校九年级中考二模数学试题.docx,一、单选题,2,下面四个手机应用图标中，属于中心对称图形的是（   ） A．	B．	C．	D．,274,图形旋转的性质,几何,第八章 旋转,lv2,47,点的对称规律(15) | 判断轴对称图形(15)
2025,2025年重庆市育才中学校九年级中考二模数学试题.docx,一、单选题,3,反比例函数的图象分别位于（    ） A．第一、三象限	B．第一、四象限	C．第二、三象限	D．第二、四象限,361,已知反比例函数求参,函数,第四章 反比例函数,lv2,58,反比例函数的图象性质(58) | 求反比例函数解析式(58) | 象限点的特征(21)
2025,2025年重庆市育才中学校九年级中考二模数学试题.docx,一、单选题,4,估计的值在（   ） A．0和1之间	B．1和2之间 C．2和3之间	D．3和4之间,66,无理数的估算,代数,第四章 实数,lv2,21,
2025,2025年重庆市育才中学校九年级中考二模数学试题.docx,一、单选题,5,下列调查中，最适合采用全面调查（普查）的是（） A．对我市中学生每周课外阅读时间情况的调查 B．对我国首艘电磁弹射航空母舰福建舰各零部件质量情况的调查 C．对我市中学生观看电影《哪吒之魔童闹海》情况的调查 D．对我市市民知晓“礼让行人”交通新规情况的调查,369,普查和抽样调查,统计概率,第一章 数据的收集、整理和描述,lv1,128,
2025,2025年重庆市育才中学校九年级中考二模数学试题.docx,一、单选题,6,如图，与是以点O为位似中心的位似图形，若与的周长比为，则的值是（   ） A．	B．	C．	D．,289,位似,几何,第十章 相似三角形,lv2,35,三角形三边关系(23)
2025,2025年重庆市育才中学校九年级中考二模数学试题.docx,一、单选题,7,用圆按如图所示的规律拼图案，其中第①个图案中有5个圆，第②个图案中有7个圆，第③个图案中有9个圆，···，按此规律，第12个图案中圆的个数是（   ） A．23	B．25	C．27	D．29,40,数图排列规律,代数,第二章 整式及其加减计算,lv3,39,数式排列规律(15) | 周期规律(15)
2025,2025年重庆市育才中学校九年级中考二模数学试题.docx,一、单选题,8,如图，在中，，点O是边上一点，以点O为圆心，以为半径作圆，恰好与相切于点D，连接．若平分，，则线段的长是（    ） A．2	B．	C．	D．,280,直线和圆的位置关系,几何,第九章 圆,lv2,31,与切线有关辅助线(23) | 角平分线模型(14) | 角平分线+垂一边(14)
2025,2025年重庆市育才中学校九年级中考二模数学试题.docx,一、单选题,9,如图，在正方形中，E为边上一点，连接，在右侧作，满足，，连接．若，则的度数为（   ） A．	B．	C．	D．,265,正方形的性质,几何,第七章 平行四边形,lv2,47,正方形的判定(47)
2025,2025年重庆市育才中学校九年级中考二模数学试题.docx,一、单选题,10,已知整式，且，，，，均为正整数，其中，，是三个连续增大的偶数；，是两个连续增大的奇数．若，则下列说法：①若，时，则整式的值为；②若是的倍数，则最高次项的系数被整除余；③若，则满足条件的整式共有个．其中正确的个数是（   ） A．	B．	C．	D．,12,根据定义求值,代数,第一章 有理数,lv1,35,整数解方程(35) | 整式的概念(18) | 整式的加减(18)
2025,2025年重庆市育才中学校九年级中考二模数学试题.docx,二、填空题,11,计算______,375,频数和频率的计算,统计概率,第一章 数据的收集、整理和描述,lv2,11,实数的简单计算(10) | 有理数加减计算(10)
2025,2025年重庆市育才中学校九年级中考二模数学试题.docx,二、填空题,12,小颖有两顶帽子，分别为红色和黑色，有三条围巾，分别为红色、黑色和白色，她随机拿出一顶帽子和一条围巾戴上，恰好为红色帽子和红色围巾的概率是__________．,393,概率的意义,统计概率,第三章 概率初步,lv1,25,求随机事件的概率(25)
2025,2025年重庆市育才中学校九年级中考二模数学试题.docx,二、填空题,13,如图，在矩形中，点E为中点，点F为延长线上一点，连接，连接交于点G，连接并延长，交于点H，连接．若，则的长为_________．,261,矩形的性质,几何,第七章 平行四边形,lv2,30,矩形的判定(30) | 线段中点计算问题(17) | 中点坐标公式(17)
2025,2025年重庆市育才中学校九年级中考二模数学试题.docx,二、填空题,14,某市2025年1月5G手机用户数量为20万，同年3月5G用户数量增长至万，设2、3月份用户数量的月平均增长率为x，根据题意，可列方程为_________．,188,增长率问题,代数,第十一章 一元二次方程,lv2,95,和、差、倍、分问题(35) | 一元一次方程的有关概念(35)
2025,2025年重庆市育才中学校九年级中考二模数学试题.docx,二、填空题,15,如图，内接于半径为的，于点，延长交于点，为的中点，连接交于点，若，，，则_________， _________．,277,弧、弦、圆心角、圆周角的关系,几何,第九章 圆,lv2,35,圆内接四边形(23) | 线段中点计算问题(17) | 中点坐标公式(17)
2025,2025年重庆市育才中学校九年级中考二模数学试题.docx,二、填空题,16,如果一个四位自然数的各数位上的数字互不相等且均不为0，满足，那么称这个四位数为“十全数”．例如：四位数7923，∵，∴792是“十全数”；又如：四位数3418，∵，3418不是“十全数”．若一个“十全数”为，则这个数为_________，若一个“十全数”的前三个数字组成的三位数与后三位数字组成的三位数的和被9除余1，则所有满足条件的“十全数”之和是_________．,36,定义新运算,代数,第二章 整式及其加减计算,lv2,95,
2025,2025年重庆市育才中学校九年级中考二模数学试题.docx,三、解答题,17,解不等式组：,92,解一元一次不等式组,代数,第六章 不等式及不等式组,lv2,44,不等式的基本性质(36) | 解一元一次不等式(18) | 等式的性质(11)
2025,2025年重庆市育才中学校九年级中考二模数学试题.docx,三、解答题,18,先化简，再求值：，其中m满足：.,33,整式化简求值,代数,第二章 整式及其加减计算,lv2,34,二次根式的性质与化简(28) | 双重二次根式的化简(10)
2025,2025年重庆市育才中学校九年级中考二模数学试题.docx,三、解答题,19,"在学习了矩形，菱形和正方形的相关知识后，某数学小组进行了更深入的研究．他们发现，过平行四边形一条对角线的中点作一边的垂线，与平行四边形两边相交的两点和另一条对角线的两个端点构成的四边形是平行四边形，可利用证明三角形全等得到此结论．根据他们的想法与思路，完成以下作图和填空： (1)如图，平行四边形，点O是对角线的中点，用尺规作于点E，交于点F，连接，（不写作法，保留作图痕迹）． (2)在（1）的条件下，求证：四边形是平行四边形． 证明：四边形是平行四边形， ∴，． ∴_____，， 点O是对角线的中点， ∴______ ∴， ∴③ ∴, 又， ∴四边形是④",265,正方形的性质,几何,第七章 平行四边形,lv2,63,正方形的判定(63) | 全等三角形性质(59) | 全等三角形判定(59)
